llm_id,year,llm_avg,PL_rent,rank
207,2014,5.52215318082376,5.522905540496295,248
207,2015,6.071999170192862,5.935553341099141,218
207,2016,6.180419343781986,6.285254295603888,212
207,2017,6.095719547280792,6.083322345883112,234
207,2018,6.436938944813421,6.56031943767163,231
207,2019,6.158484236192967,6.1610309360035656,220
207,2020,6.163096515906295,5.840406985679365,247
207,2021,7.467306136698725,7.779674009897269,198
207,2022,7.786160492776094,7.941990704033357,210
207,2023,8.223928784757696,8.41644505418555,214
207,2024,8.375313973205897,8.523411268014064,194
228,2007,4.196698146734191,3.818535910967436,256
228,2008,5.080303966015345,4.704605568416526,245
228,2009,5.154693517643435,5.176733046930716,246
228,2010,5.360801745711997,5.461696676267338,243
228,2011,5.524724729471164,5.7048704666606325,223
228,2012,5.290415138828776,5.364883936315156,241
228,2013,5.834221269540893,6.242629999263687,185
228,2014,6.024990634594447,6.318851550636853,194
228,2015,5.676318845845574,5.561583264051642,242
228,2016,6.129721754072147,6.208994370503256,216
228,2017,6.13215503188375,6.42856834019099,218
228,2018,6.514780261164904,6.553321671981936,232
228,2019,5.2431855220861605,5.098068688208699,250
228,2020,5.654687011988416,5.509210631963687,253
228,2021,7.419247539838204,7.495506275599667,209
228,2022,7.42627893072543,7.456038361740626,231
228,2023,8.121932087502309,8.366342022262453,215
228,2024,7.469446876188211,7.598390097767917,236
211,2007,4.333000261967084,6.2693715,132
211,2008,5.154852385946222,5.4614868,217
211,2009,4.643659797253295,5.1251988,250
211,2010,4.923134740907447,5.359221,248
211,2011,4.837488404837057,5.3949032,241
211,2012,4.8347912429434885,5.2989421,243
211,2013,5.081098994484007,5.473784,239
211,2014,5.310635924649739,5.4878116,249
211,2015,5.567510727245367,6.0042863,214
211,2016,5.413267564635555,5.9698586,236
211,2017,5.658981269495649,6.1925945,229
211,2018,5.814546054771127,6.4027915,241
211,2019,4.874671939372565,6.3958282,210
211,2020,7.317218394169471,7.6300435,170
211,2021,5.9337098990685675,7.4487863,213
211,2022,6.943036204810445,8.1137161,197
211,2023,7.453992016458553,8.8059483,189
211,2024,7.61381628175197,8.868165,168
230,2007,6.3971155537572315,6.991500918712204,75
230,2008,6.5976754756651115,7.0463946012149545,77
230,2009,5.979986462690797,6.686976794191347,110
230,2010,6.13701989850771,6.784059515997521,104
230,2011,6.2463844420819115,6.909614029514965,104
230,2012,6.4455663993189445,7.132455806351317,91
230,2013,6.524691690765841,7.271927657564903,85
230,2014,6.8212056167762585,7.592737368878595,77
230,2015,7.088530380236943,7.910641073579722,66
230,2016,7.35346865770432,8.117614758343528,82
230,2017,7.946214581710393,8.894117633193016,54
230,2018,9.038051388918307,10.285800287739466,22
230,2019,10.42393993203904,11.89373062865028,15
230,2020,11.885725830736485,13.883889586931735,10
230,2021,11.56599069712448,12.90607815388882,18
230,2022,11.887611146018868,13.253659322303395,10
230,2023,12.592025335869572,13.624262044418723,12
230,2024,12.720556194808537,14.04696313524879,13
258,2007,4.8892328476971185,4.940468827239408,229
258,2008,5.7954514051519235,5.686917248180505,204
258,2009,5.9034762521416075,6.028086549245729,188
258,2010,5.387252798574019,5.405032194018881,246
258,2011,5.294737750001305,5.293642357437305,244
258,2012,5.515050939728283,5.475040805519567,237
258,2013,5.569345933580061,5.61777469645362,229
258,2014,5.509023107241388,5.551991288864897,244
258,2015,5.614593227075348,5.6195332467254815,240
258,2016,5.792464627047199,5.745966620733868,243
258,2017,5.703054466924388,5.542448708393256,252
258,2018,6.220688743949782,6.1043712082838875,249
258,2019,5.745749165569595,5.622766136633728,239
258,2020,6.128125757739679,6.056724978298158,244
258,2021,7.959234116056712,7.954036683225173,189
258,2022,7.375732723371961,7.073017608229133,244
258,2023,7.599976157512926,7.203750842631044,251
258,2024,7.887817660940859,7.384713036055015,242
223,2007,5.558543805998348,5.2521844,218
223,2008,5.544615265893058,5.3465133,223
223,2009,5.680333483821507,6.4171076,140
223,2010,5.57067096576461,5.5118465,238
223,2011,5.634830728025065,5.6698265,225
223,2012,5.814835082210176,6.280427,177
223,2013,5.773362326351266,5.8057704,217
223,2014,5.664318056601431,5.9334536,217
223,2015,6.032671452061247,6.2782412,193
223,2016,6.095255445893807,6.3651438,209
223,2017,6.254479417844024,6.4604239,217
223,2018,6.435336817336546,6.842790100000001,217
223,2019,6.067620193099834,7.0142741,182
223,2020,6.891131436789846,6.8621697,212
223,2021,7.010770680790192,7.078402500000001,228
223,2022,7.224666082788651,7.6682167,222
223,2023,7.65704667293709,8.81563,188
223,2024,7.247228760753331,7.7338152000000004,233
232,2007,6.491951191703027,6.280178894094447,131
232,2008,5.734334460345702,5.937790405915688,184
232,2009,5.971308945360903,6.250895419299899,159
232,2010,5.8287732625873145,6.216456182054437,167
232,2011,6.209998853929916,6.318334171177402,166
232,2012,5.621502116294013,5.8497414078274,216
232,2013,5.650503175045364,5.814614811477632,216
232,2014,6.064752467239254,6.2937400948825255,197
232,2015,6.042203758655509,6.415510159010102,186
232,2016,6.843163194284978,7.170411388520914,146
232,2017,6.824606117632644,7.286088699688367,168
232,2018,6.890775960199987,7.1817976054331965,201
232,2019,5.611231198704003,5.4593954950352455,243
232,2020,7.96185640935623,8.22091773173542,129
232,2021,7.820892839372064,8.261469466830746,169
232,2022,7.993556702000567,8.359331409051729,179
232,2023,8.434599800461688,8.522033230569463,204
232,2024,8.275529683092993,8.278656870780441,211
238,2007,5.027681737581552,4.1827989,252
238,2008,4.9531482991842175,4.6297588,251
238,2009,5.406021048493549,5.1162028,251
238,2010,5.487806238282235,5.46983,242
238,2011,5.548338621781755,5.2748652,246
238,2012,5.270747984252795,5.2133837,249
238,2013,5.22112876521497,4.9745269,255
238,2014,5.796424624066014,5.889338,221
238,2015,5.741974159259233,5.60884,241
238,2016,6.21972625324994,5.9108672,239
238,2017,6.161729708312317,5.7056112,246
238,2018,6.528574105711897,6.3597441,245
238,2019,5.063538473799847,5.0085001,254
238,2020,7.208968710421699,7.2507758,193
238,2021,6.4304834306293674,6.0584874,250
238,2022,7.371617792609222,7.1395016,242
238,2023,7.885788627166925,7.5556655,243
238,2024,7.328222377274247,6.8472266,255
235,2007,5.365648021693578,5.206101899999999,220
235,2008,4.694005434421959,4.574610699999999,252
235,2009,4.96991731476121,4.403299799999999,256
235,2010,4.903367510312032,4.441275599999999,256
235,2011,4.98177547616787,4.413755899999999,256
235,2012,5.02669358264038,4.713487599999999,256
235,2013,5.080248310130521,4.803015199999999,256
235,2014,5.389110683276382,5.116168499999999,256
235,2015,5.490081325405504,5.185832499999999,253
235,2016,5.693146056260576,5.350851999999999,252
235,2017,5.665522349828223,5.225005099999999,254
235,2018,6.092579189525755,5.957077499999999,251
235,2019,5.883258436244802,5.596554299999999,241
235,2020,6.860900318882687,6.450289699999999,227
235,2021,7.759510781896856,8.656408299999999,142
235,2022,7.21645152339757,7.1989969999999985,238
235,2023,8.279918226028972,8.766920999999998,190
235,2024,7.849369430086297,8.227574299999999,216
239,2007,4.56509268557949,4.7904487,239
239,2008,4.690288377030958,4.824553,241
239,2009,5.526831523538616,5.7027006,217
239,2010,5.367060228276198,5.4917946,239
239,2011,5.624457657811763,5.8842211,208
239,2012,5.38126396447647,5.6295533,228
239,2013,5.176774376476874,5.3232598,245
239,2014,5.7298995539821815,5.8759942,222
239,2015,5.781545844235844,5.970186699999999,216
239,2016,6.2191326672868055,6.408804899999999,204
239,2017,6.366708114150297,6.5796556,211
239,2018,6.521469289881753,6.6931858,225
239,2019,5.604048710064225,5.9441991,232
239,2020,6.063741273998299,6.1747351,242
239,2021,7.949907058248825,8.1997414,178
239,2022,8.372076035373883,8.865159,142
239,2023,8.456538963543792,8.8161793,187
239,2024,8.826413718457466,9.3381243,134
237,2007,4.979741739886061,5.072794,225
237,2008,4.93018715097203,5.0724463,234
237,2009,5.379512430376096,5.376369,242
237,2010,5.3650969674811,5.2986727,250
237,2011,5.505453795485872,5.6297317,229
237,2012,5.121563758825024,5.4085011,240
237,2013,5.212350404039652,5.5149422,235
237,2014,5.626682864188216,5.7790174,230
237,2015,5.645883481580559,5.9676847,217
237,2016,5.969143220673702,5.9496493,237
237,2017,6.255437122468727,6.4719934,216
237,2018,6.340651025888664,6.4879441,235
237,2019,6.040455220442669,6.1423802,223
237,2020,6.864374396730786,7.6819687,166
237,2021,8.21149487245627,8.3469391,163
237,2022,7.357585144371692,7.4703684,230
237,2023,7.220619972546251,7.1026683,252
237,2024,7.376654989430249,7.3106551,244
251,2007,4.045528360332305,4.5406103,249
251,2008,4.62852323519202,5.2310762,227
251,2009,5.491908673622298,5.8076992,207
251,2010,5.458273032832203,5.6286898,229
251,2011,5.185432536616668,5.4526277,238
251,2012,5.2347233301132245,5.5446911,231
251,2013,5.251128430143775,5.6993737,221
251,2014,6.018285603820031,6.1404901,201
251,2015,5.549031384670223,5.8552403,226
251,2016,5.848977551175639,5.9125829,238
251,2017,5.368740487789676,5.5474453,251
251,2018,6.011318170923106,6.3071942,246
251,2019,5.207955035695376,5.9173579,233
251,2020,5.9345365845962945,6.2988091,235
251,2021,6.66111799742119,6.7179947,238
251,2022,7.578552584183033,8.2416096,191
251,2023,7.635590293908464,8.1681471,223
251,2024,7.249227535541673,7.6773453,234
236,2007,5.704424092039036,6.538523200000001,108
236,2008,4.787266579268355,4.5480461,253
236,2009,5.804717086302628,6.1220827,175
236,2010,5.26093468752269,5.4430447,245
236,2011,5.857673908627219,6.551144100000001,147
236,2012,5.327428937171542,5.536756,232
236,2013,5.443764068208735,5.7725501,219
236,2014,5.7187468674916,5.9839845,210
236,2015,5.627252515226092,5.7545304,232
236,2016,6.181105591307511,6.457450400000001,198
236,2017,5.9130143358102565,5.7179799,245
236,2018,6.6511132629884155,6.7303371,223
236,2019,6.13249726008603,5.7214613,237
236,2020,6.7774549388495275,6.6927446999999995,219
236,2021,5.977867264247061,5.4937248,254
236,2022,8.46684630274866,9.1525869,121
236,2023,9.291295441091917,9.6941309,118
236,2024,9.068541885832914,9.5309124,121
241,2007,5.99619856624483,5.868598899999999,179
241,2008,5.083425654640298,5.088462799999999,233
241,2009,5.021686039796065,4.816616499999999,254
241,2010,5.229050071723773,5.1291307999999995,254
241,2011,5.401729505986709,5.350582599999999,242
241,2012,5.172214278515804,5.046789599999999,255
241,2013,5.371440484582655,5.292321199999999,247
241,2014,5.560557178288328,5.540095299999999,246
241,2015,5.641641126608643,5.627331299999999,238
241,2016,5.961819158637029,5.975637399999999,235
241,2017,6.045791699542738,6.023551899999999,237
241,2018,6.189713871767083,6.104566599999999,248
241,2019,6.513082631112229,6.509159599999999,208
241,2020,7.576743728622103,7.533698599999999,175
241,2021,7.3666695678962135,7.442673199999999,214
241,2022,7.466730301268487,7.588663599999999,223
241,2023,8.980614650899717,9.180208199999997,152
241,2024,9.291539217759327,9.784245499999999,99
231,2007,5.69006443942408,5.6751130821687275,195
231,2008,5.040296278127959,4.903538499287935,239
231,2009,5.600530302239608,5.664906396158043,220
231,2010,5.788949724692656,5.864603476706385,208
231,2011,5.625956761560394,5.684172755677096,224
231,2012,5.431596891663841,5.4514470162518265,238
231,2013,5.516844679998592,5.556735441292492,233
231,2014,5.7203340615701865,5.761982586080653,233
231,2015,5.734280451270383,5.763754286516689,230
231,2016,5.984669448921817,6.027103783925572,233
231,2017,6.21841400092835,6.307077821451514,224
231,2018,6.409178868774341,6.475259262477762,237
231,2019,6.685492741233336,6.740864850925344,196
231,2020,8.02494436684584,8.093023116378976,139
231,2021,6.770512219201122,6.753535597929938,237
231,2022,6.969186012404286,6.920350896804955,251
231,2023,8.156763578450008,8.10698216472922,224
231,2024,8.470468270952752,8.46885366498452,199
256,2007,5.426629254792662,6.1356206,145
256,2008,5.813196102295919,6.7458763,105
256,2009,5.532558346986891,5.8140507,205
256,2010,5.9390470552897385,6.4708095,135
256,2011,6.020893905417858,6.5282507,150
256,2012,6.111096070247014,6.578145,146
256,2013,6.163753733163629,6.7956886,126
256,2014,6.3605989421415785,7.0485754,124
256,2015,6.273151192914347,6.6632853,169
256,2016,6.403037522100258,6.7131472,181
256,2017,6.015792582562902,6.4824972,215
256,2018,6.729986936285443,7.1352105,204
256,2019,7.596375694102794,8.4525089,95
256,2020,7.847525532571596,8.8377171,102
256,2021,8.3417893906106,10.552781,64
256,2022,8.05414582827806,8.6723833,160
256,2023,8.239836324023788,8.8654804,179
256,2024,8.302447557101628,8.8286943,171
257,2007,6.265946864854734,6.5384455,109
257,2008,6.513910608663699,6.6776652,110
257,2009,6.161950215806075,6.4849334,130
257,2010,6.4899298713060505,7.2099309,66
257,2011,6.65140643167124,7.1131988,80
257,2012,6.365318926214008,6.8475146,115
257,2013,6.683001389231204,7.374414,76
257,2014,6.383973697999917,7.0675898,122
257,2015,6.12028945667083,6.5437827,176
257,2016,6.371929529537458,6.6754594,183
257,2017,6.481842802476775,6.8177629,197
257,2018,6.689193659728468,7.2267752,198
257,2019,7.11555126577888,7.616281,141
257,2020,6.573407326835853,6.681118,221
257,2021,8.739581040873473,11.365604,46
257,2022,8.379003862797262,9.008564,131
257,2023,8.909414733073955,9.2705517,147
257,2024,9.206582166817794,9.6049976,118
243,2007,5.27823192399632,5.233517060202651,219
243,2008,5.922113044137893,5.945916546040245,183
243,2009,5.783326724124276,5.867659736723985,202
243,2010,5.659110205341511,5.6263237983378565,230
243,2011,5.8496738849518595,5.812403953342019,213
243,2012,5.633761793229822,5.52374577707256,233
243,2013,5.620475925281623,5.544695380570644,234
243,2014,5.4890110803186305,5.426898654306859,250
243,2015,5.4017336213176,5.317608395323293,251
243,2016,5.687276051051317,5.5948062087960215,248
243,2017,5.731760772109788,5.6526553265222645,248
243,2018,6.036773246415023,5.945057326397512,252
243,2019,5.795204920770401,5.636022355001469,238
243,2020,5.735150820593167,5.623090311601654,251
243,2021,7.539880141104898,7.67218500530843,202
243,2022,7.5105260699893055,7.5180997557110985,228
243,2023,8.873936126106406,9.302210636506343,142
243,2024,8.722843272994355,8.780479548648222,175
244,2007,6.43903152320656,6.786277808815883,88
244,2008,7.392425037811226,7.552770004801362,47
244,2009,6.314357962486512,6.430639982231454,137
244,2010,7.60749254806466,8.21480960558305,28
244,2011,7.747432356752713,8.300005409570035,22
244,2012,7.539461074540947,8.078477367637296,30
244,2013,8.23612216510493,8.956870269171342,19
244,2014,8.07049459600377,8.764500670677851,31
244,2015,7.23374367234176,7.6393203294258845,92
244,2016,7.579399034927499,8.131349914587656,80
244,2017,7.29370976521406,7.756833616065583,127
244,2018,8.127965036142557,8.596062084515555,83
244,2019,7.450990149810568,7.892811877906626,122
244,2020,6.878914742178613,6.354156384275529,231
244,2021,11.96742651875228,13.368571379977215,13
244,2022,9.580750101876689,10.075074927941712,74
244,2023,10.401487252281298,11.087741576335088,53
244,2024,10.344527347131926,11.00530282756069,46
224,2007,5.944770004325664,5.872941632930787,178
224,2008,6.066792105918725,5.994081401023613,181
224,2009,5.294264001351115,5.1699314780372285,247
224,2010,5.639725499396403,5.535015760118763,237
224,2011,6.128651174058029,6.246100402863919,170
224,2012,5.95707679067167,5.855041127297036,214
224,2013,5.749121112739948,5.684823058226949,222
224,2014,5.697400063814088,5.698536661372371,237
224,2015,5.789276482507589,5.638389386548128,237
224,2016,5.976556652449641,5.871243158162355,240
224,2017,6.114045842279749,6.125335212792285,232
224,2018,6.431309596253149,6.372894940447753,243
224,2019,6.0179501295878115,5.8396461947473295,235
224,2020,6.419089509680037,6.3340761661592655,232
224,2021,6.767423105055972,6.605803220379642,241
224,2022,7.061534353533905,7.0066008783902936,247
224,2023,7.781770863301571,7.815710926490616,240
224,2024,7.580311801192034,7.580872115022108,237
225,2007,5.820901322578051,6.015607298389455,162
225,2008,6.1973420973375575,6.6271412158645635,115
225,2009,5.825548891531258,6.196896287232688,165
225,2010,5.868212341731435,5.971001957750413,197
225,2011,5.889873865114924,6.056327345238837,193
225,2012,6.205680040328647,6.484721610776552,154
225,2013,6.261605842468344,6.614145793721946,150
225,2014,5.679393835370019,5.889597367230378,220
225,2015,6.079697689186916,6.350738036798794,190
225,2016,6.107148763939382,6.176313851460996,221
225,2017,6.113318395848352,6.038579599724927,235
225,2018,6.46124107820171,6.398580787384068,242
225,2019,6.211109963501754,6.362572347467868,212
225,2020,6.441589923654561,6.3250096221576175,233
225,2021,7.381357785449986,7.465409080447577,210
225,2022,7.023901169372445,7.0367681837310485,246
225,2023,7.664519301540953,8.075418060837471,232
225,2024,7.132060746767136,7.105594512928193,250
222,2007,6.029474964427687,6.071555100000001,155
222,2008,5.740006595144967,5.752122400000001,200
222,2009,5.48066579331743,5.515834300000001,233
222,2010,5.754811789864006,5.779733700000001,217
222,2011,5.736273600849751,5.793965300000001,217
222,2012,5.938442297954334,5.973035300000001,204
222,2013,5.9717861254040185,5.991448400000001,206
222,2014,5.518399233695369,5.524548500000001,247
222,2015,5.910513125138352,5.922154900000001,222
222,2016,6.023767085708162,6.043907600000001,231
222,2017,6.196998990790485,6.261132700000001,226
222,2018,6.490338645740187,6.552341000000001,233
222,2019,6.2011487533350556,6.248359700000001,219
222,2020,6.711054076128932,6.750903600000001,216
222,2021,7.254894840696264,7.380614800000001,216
222,2022,7.116755256381468,7.172676600000002,239
222,2023,7.245834872302354,7.280407000000002,247
222,2024,6.977950284598891,7.030876200000002,252
221,2007,6.7993501357103865,7.123824061049612,66
221,2008,6.155341131281866,6.403623889073934,141
221,2009,6.040636205790608,6.268075367040911,157
221,2010,6.305113650390343,6.505717695908308,131
221,2011,6.493901658755403,6.7391942129532545,125
221,2012,6.486186768025328,6.662738021510841,134
221,2013,6.626344160144867,6.905198200016764,114
221,2014,6.086005883310313,6.362467819691567,187
221,2015,6.556308584767731,6.7991408149624375,156
221,2016,6.781971299606035,7.045747798934059,157
221,2017,6.986235599848092,7.305823842664796,165
221,2018,7.109710488912044,7.313987385969875,192
221,2019,6.787816691204944,7.0073822823343965,183
221,2020,7.632978650820219,7.911548978851799,147
221,2021,7.9471189502410065,8.227235356813372,174
221,2022,7.82570255813796,8.09434721039273,200
221,2023,7.863386810434051,8.088833892352051,228
221,2024,7.681574206366074,7.895121808451237,228
205,2007,9.768983135188606,12.948478647949496,3
205,2008,9.834255878105212,13.165738653908688,4
205,2009,9.850188215807348,12.954716586823857,4
205,2010,10.028654668756058,13.144085420024199,4
205,2011,10.582049016438024,14.115722082838936,3
205,2012,10.74971156910445,14.02890917351072,3
205,2013,11.157459465926182,14.330065738457291,3
205,2014,11.724913900067794,15.227111188015586,3
205,2015,12.309327176309695,16.182493855865495,3
205,2016,13.761183692616884,18.40526478330392,3
205,2017,16.219173548865093,21.46171234077461,1
205,2018,18.838873044587384,25.26562147706638,1
205,2019,21.62076612304781,29.310201914446967,1
205,2020,22.19881947319659,28.308789386614322,1
205,2021,23.500513852424863,29.955872298121996,1
205,2022,23.39162826448507,29.083100096794013,1
205,2023,23.834730624962052,29.683037797209384,1
205,2024,23.058682531283175,28.37592309630682,1
210,2007,7.679864212853107,8.937643511616177,15
210,2008,5.961583291695153,6.045251901951781,173
210,2009,6.710205856008423,7.730547246773834,37
210,2010,7.115205757590002,8.37657448478665,25
210,2011,7.132809105754814,8.219113863746507,26
210,2012,8.68108680665783,10.650175079802677,9
210,2013,8.370322778556654,10.230309994881647,11
210,2014,8.6627336907411,10.645801801463309,12
210,2015,8.772737240944936,10.88988008507105,12
210,2016,8.461897931991748,10.31372021156389,16
210,2017,9.228837226694722,11.108758226485524,14
210,2018,9.718953039063956,11.800818286100029,12
210,2019,8.42329182559591,9.00687236347129,69
210,2020,9.47091252586492,10.790909223409251,39
210,2021,11.051710810297214,13.080441680792559,16
210,2022,11.333373492504307,13.106691840599417,13
210,2023,11.740417576235409,13.692667801559047,11
210,2024,11.617734077091928,13.303271070668998,17
208,2007,5.53723709984978,2.3615685962411743,257
208,2008,5.118038243990607,2.3296464869374383,258
208,2009,5.863485790478491,2.7888480509289044,257
208,2010,5.8507431424357135,2.7912515795091952,258
208,2011,5.6512733702361535,2.7325848109098865,258
208,2012,5.8784604328708125,2.760845924313653,258
208,2013,6.0051230586791045,2.90467129563901,258
208,2014,6.143397777486872,2.9397433342425843,258
208,2015,6.677040028095235,3.1863691186304557,258
208,2016,6.600471018441943,3.1798283108869736,258
208,2017,6.527424533527854,3.1223479522190893,258
208,2018,7.226888571535968,3.7058401183144727,258
208,2019,8.01800481960052,3.6614100701303363,258
208,2020,9.730762814137487,4.933771614672187,257
208,2021,8.88568651887004,4.26310584714372,257
208,2022,8.5887267883424,4.105691073303033,257
208,2023,9.204617133022898,4.425181737201419,257
208,2024,9.199271186572329,4.138716162220097,258
206,2007,6.3911379061718865,6.293173161706441,130
206,2008,6.861534952633906,6.578456957199172,119
206,2009,7.175067602011123,7.247270792061949,64
206,2010,7.394620710545074,7.6603441286057015,42
206,2011,7.404085744984831,7.5030587780946725,57
206,2012,7.4907639847510135,7.4526290342030235,60
206,2013,7.715080626143234,7.876017235708572,47
206,2014,7.805975696910885,7.793213416881606,65
206,2015,7.4585031288499355,7.374152357204062,112
206,2016,7.981883510859847,7.611261492204368,111
206,2017,9.285640451598253,9.03838099863106,49
206,2018,9.820075453231352,9.474482160434343,43
206,2019,9.182437145406007,9.24928280341996,61
206,2020,11.325599910469526,11.166934224351198,32
206,2021,12.48155369284076,12.404571943946774,27
206,2022,11.735352958807928,11.285981987067533,35
206,2023,12.261480417671237,11.94523643706531,32
206,2024,12.246813041680134,11.962177022502427,26
209,2007,4.8970251961017714,4.5960735999999995,246
209,2008,5.448304871637022,5.3123784,225
209,2009,6.088802317163473,5.781064499999999,212
209,2010,5.909900230233123,5.943920099999999,198
209,2011,6.049448747552354,6.433984799999999,158
209,2012,5.937345660989252,6.257878799999999,179
209,2013,6.185854851427823,6.765274499999999,131
209,2014,6.065207400987247,6.325101899999999,191
209,2015,6.317364023770712,6.913269499999999,147
209,2016,6.686828695695978,7.578992399999999,113
209,2017,7.249354958651438,7.959921399999999,108
209,2018,8.074059439560429,8.7485647,76
209,2019,9.76200244028246,10.589380999999998,31
209,2020,11.540633335798216,12.192630999999999,15
209,2021,10.760332921991168,12.148193999999998,31
209,2022,9.653560424787727,10.726015999999998,45
209,2023,10.388836047529493,11.396883999999998,42
209,2024,10.362396002320752,11.591395999999998,32
215,2007,4.390193037636211,4.3529634,251
215,2008,5.188393842938064,5.815938,194
215,2009,5.635918814776085,5.4729452,237
215,2010,5.533891204221071,5.4735675,241
215,2011,5.5304199257806,5.5736079,232
215,2012,5.016530649049643,5.0897141,253
215,2013,5.403802278730883,5.5110254,237
215,2014,5.4987950755459005,5.6307511,240
215,2015,5.535765906195965,5.64782,236
215,2016,5.861653872698113,5.8540697,241
215,2017,6.1442025869515895,5.8385191,242
215,2018,6.940302036555257,7.3185487,191
215,2019,8.120348814094001,9.4955616,53
215,2020,9.532965980740865,8.2524624,126
215,2021,6.718248752042337,6.430244,243
215,2022,7.602952012647304,7.0545106,245
215,2023,8.190527843029614,8.0772867,231
215,2024,8.007634164724552,7.5684156,238
212,2007,7.008659953180826,6.955903500000004,79
212,2008,7.182252781207515,6.394937500000005,142
212,2009,6.380879009095866,6.594988300000004,120
212,2010,7.060297641793333,6.9315343000000045,91
212,2011,6.461215708218568,6.253403700000003,169
212,2012,6.503960107120434,6.241316800000003,180
212,2013,6.5575324560311685,6.126222100000003,197
212,2014,6.910607047245456,7.069085100000004,121
212,2015,6.636785282488537,6.340077900000004,191
212,2016,6.856723503373435,6.414090200000004,201
212,2017,6.834269747309037,6.4126363000000035,219
212,2018,7.6361168271842566,6.628938700000004,228
212,2019,9.98458886162631,10.667614000000007,28
212,2020,11.515439220096036,11.296035000000007,29
212,2021,12.682965363877077,12.648196000000008,23
212,2022,10.55691292531017,9.389965100000005,106
212,2023,12.501695410237614,11.796284000000007,35
212,2024,11.0004093606157,9.850564000000007,96
213,2007,4.285076469009707,4.078812600000001,254
213,2008,5.367411908964101,5.449988800000001,219
213,2009,5.376292669295595,5.386191400000001,241
213,2010,5.761498166702063,5.867048700000001,207
213,2011,6.157443921423508,6.439189000000001,157
213,2012,5.778355950616312,5.934779200000001,209
213,2013,5.70841499974292,5.671196000000001,223
213,2014,5.7719522446002856,5.808894600000001,229
213,2015,5.9324608024161885,6.0646925000000005,210
213,2016,6.265993447074298,6.498370200000002,194
213,2017,5.931441781647311,6.1077447000000005,233
213,2018,7.078977182189454,7.230209800000001,197
213,2019,5.243154195798426,5.260228200000001,246
213,2020,9.321740504208266,10.723516000000002,40
213,2021,12.425791678189128,13.494648000000003,12
213,2022,9.441873352341336,9.490784600000001,99
213,2023,11.712044498704651,12.192099000000002,27
213,2024,10.509345165207566,11.000338000000001,47
214,2007,4.9565714865827655,4.761713,240
214,2008,5.254080937263502,5.0308619,235
214,2009,5.592648623719581,5.5873523,227
214,2010,5.577209386823105,5.7279701,220
214,2011,5.4058257040091515,5.102993,254
214,2012,5.36449427867938,5.1803923,251
214,2013,5.525156261398082,5.2574453,249
214,2014,5.904762979632808,5.5667572,242
