postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,price_qm2025,price_qm_se2025,Radius
1458,4.7107444,.46538714,4.1568742,.37252462,4.9671087,.26265079,5.284698,.21289168,5.1334133,.21291533,5.6127281,.22490492,5.8070621,.23441073,6.1150599,.20164241,6.3474636,.21255864,6.3580399,.19841452,6.2806988,.19579458,6.3656383,.27939349,4.4453945,.53796047,7.4981284,.27731043,7.6340065,.290815,8.0596933,.26888677,8.3187075,.30888182,8.7060604,.3320201,8.6189651,.35982147,14.5
1462,5.2014065,.34796014,5.2535906,.19373628,5.2917037,.17686032,5.5909624,.10988702,5.232203,.092192449,5.4060273,.1286145,5.8553581,.086268388,5.8888121,.08058396,6.0077238,.10521433,6.2961087,.16621599,6.6486111,.18980831,6.3662395,.15873681,7.3489299,.64753503,7.7663512,.12212136,8.2312288,.15565211,9.4069519,.15518536,9.6040411,.19509561,9.4299326,.13051929,9.2154093,.15018022,7.5
1465,5.877234,.50010955,4.9572859,.4014419,5.998982,.27155623,6.3556418,.26549774,6.1944036,.23089164,6.8096004,.22969143,7.0549531,.22307681,7.4135499,.20955133,7.7091856,.21416581,7.6939216,.19474031,7.596931,.20010023,7.8519354,.21689036,5.917048,.8709507,9.5008612,.30370185,9.262886,.32795987,9.7188072,.29024377,10.285748,.34184763,10.657343,.34512812,10.671994,.39943489,10.5
1468,4.8517723,.39005014,4.6077399,.23494713,5.2625628,.19289191,5.6317506,.15635906,5.3188376,.13753541,5.6586275,.14709519,5.8931055,.1399914,6.1414261,.13852207,6.4383492,.14730437,6.5115514,.13902867,6.5130739,.1405289,6.6885867,.18267965,6.2814646,.5086934,7.4876709,.20039928,7.9341369,.2128568,8.5441303,.21686988,8.7815619,.27796218,9.0844717,.23785664,9.1133718,.2803753,11.5
1471,4.1770086,.37820476,3.8681977,.26782978,4.5088444,.19758853,4.8207231,.1815629,4.5954518,.16956604,4.9112029,.17552564,5.0900068,.18395139,5.2270608,.17793791,5.5611839,.18538253,5.6088204,.18012676,5.5368986,.17973794,5.6469331,.21307603,4.603663,.51650333,6.2597723,.24785109,6.7963662,.23905356,7.1951437,.23785344,7.2775197,.27170506,7.790832,.2761049,7.6017327,.35344899,15.5
1474,4.6254349,.25332788,5.1846862,.20101027,4.8779969,.17592454,4.6126633,.1338167,4.7013559,.18923469,5.1164508,.18178092,4.9450274,.1442755,5.297833,.14832062,5.8164959,.21174525,6.1504793,.26357439,6.3460617,.17730764,6.3841786,.23313028,5.8267422,.35994774,9.0629854,.24887303,8.3571882,.30597499,8.0409241,.31886095,8.2548628,.31175837,8.6892633,.27535552,8.621479,.24608514,9.5
1477,5.6775823,.53746051,6.8399925,1.3027474,5.092586,.17819358,4.9495935,.13965146,4.9254274,.17054459,5.3446264,.17074811,5.4366703,.15294118,5.8357706,.17127518,5.8316302,.14649527,5.901298,.18114854,5.9542804,.12168095,5.9576592,.16746284,4.7550898,.44827914,8.6501818,.35750294,7.9658322,.39959893,7.8661547,.29024133,8.2251043,.23064965,9.0810089,.25147441,8.7503633,.24634016,15.5
1558,4.8525987,.31220028,5.3116736,.25881767,5.3104358,.18970035,5.5053744,.093508624,5.2305346,.11556739,5.5018902,.1048411,5.7785325,.099665806,6.0310068,.10784722,6.2606778,.1096475,6.3936086,.098025724,6.4680004,.10196943,6.4406271,.14571656,6.0615373,.59578693,7.3234015,.18467058,7.8170857,.17957623,8.3691149,.17655788,8.4745903,.22931884,8.9206219,.18779369,8.7939615,.22744487,28.5
1561,4.8482308,.33893174,4.946486,.34517643,5.2822037,.18144053,5.5281105,.12090252,5.1979108,.13481712,5.5195842,.13103776,5.7494402,.13001117,5.9912653,.12906614,6.2908649,.1380372,6.3810539,.12834945,6.4033217,.12852091,6.4451385,.16689958,5.7697716,.65933168,7.2859521,.20220004,7.7273636,.20248963,8.3308201,.19616912,8.343442,.29009694,8.9078674,.2195642,8.8338461,.3056573,26.5
1587,4.3042941,.2334626,5.3378615,.21591656,4.8558807,.14511135,5.1168966,.054653008,5.1421247,.2393562,5.0336285,.090771496,5.5119596,.082148924,5.8003101,.11887503,5.9887843,.13032897,6.0539198,.12082598,6.2815776,.10892507,6.0497818,.13347618,5.5534477,.57963115,6.4948902,.25839171,7.558588,.16903278,7.9998002,.18838534,8.4806967,.2002479,8.4116611,.16457054,8.1696129,.14822961,41.5
1589,4.485117,.26342422,5.262269,.21483563,4.8492236,.14914131,5.1261945,.052213177,5.1475267,.20084281,5.0630574,.077544257,5.5240779,.074559323,5.8087082,.12061378,5.9912305,.12141067,6.0783615,.11239783,6.2573061,.10891136,6.0425096,.13490707,5.6078939,.49886179,6.4812193,.23217402,7.4612579,.17170353,7.8962789,.19107227,8.1808481,.20670329,8.3803635,.16599612,8.0757704,.14767976,37.5
1591,4.3655376,.24085824,5.42628,.23505087,4.8634534,.15411922,5.115499,.059097301,5.2749,.2923705,5.0256996,.10718069,5.5265059,.094251797,5.9629064,.13036375,5.9789786,.1430736,6.0596251,.14041527,6.2846131,.11907722,5.97574,.14107123,5.4789076,.613087,6.3529334,.24252947,7.5254927,.17754853,7.842854,.19244955,8.364789,.23214668,8.2266159,.16884166,8.0222425,.15220354,43.5
1594,4.6217422,.251589,5.4270625,.26117548,4.9396305,.16793862,5.1227703,.055420961,5.0729275,.19899933,5.0601473,.093873821,5.5405393,.085436717,5.8536692,.12723346,5.9382272,.15327126,6.0618296,.11047578,6.2744169,.12960149,5.9572296,.14507674,5.6738505,.58761543,6.742826,.23647048,7.6867881,.17816556,8.1248112,.188492,8.530261,.20056359,8.497632,.1647341,8.16224,.1608105,37.5
1609,4.4875579,.32467175,5.3198848,.22883381,4.8608799,.13797383,5.1272268,.083973579,4.9423523,.15381573,5.0661526,.095198154,5.4499159,.088230401,5.7148471,.10816287,5.8675623,.11205614,5.9400468,.10284904,5.995604,.070332415,5.7699499,.094116554,5.2291994,.47923693,6.2710323,.21194945,7.2010589,.17920864,7.687501,.18025047,7.8051629,.2037003,8.193778,.18795988,7.9896951,.19313143,41.5
1612,4.5821061,.32167804,5.3415217,.21950498,4.9745994,.17676295,5.2050567,.075889304,5.1481323,.14432257,5.1907516,.096145436,5.6736269,.079868972,5.9630995,.12149765,6.0180345,.10686437,6.1878576,.091752052,6.3060627,.10126237,5.9619007,.13108166,5.5136571,.4313069,6.7020278,.20288126,7.57305,.17919356,7.9644189,.18302573,8.3144712,.21963719,8.409811,.1737911,8.1600361,.18070181,33.5
1616,4.3499498,.2569845,5.4428606,.24179178,4.8769832,.15396206,5.1178479,.061408576,5.2925992,.28649062,5.0410109,.11235259,5.5226049,.096852638,5.8959441,.12851954,6.0296478,.13645031,6.1151538,.14449264,6.3149438,.11893091,6.0155339,.14418834,5.3630457,.56714052,6.386375,.24648836,7.5510607,.17773035,7.8736405,.19407739,8.3881416,.23011079,8.248455,.17283565,8.0625973,.15817021,45.5
1619,4.3885288,.28299356,5.302691,.21869577,4.8001404,.13898899,5.0840831,.060316738,5.1515083,.23756281,5.0234261,.091519319,5.4801245,.080986671,5.8018441,.11358432,5.9086256,.11723907,5.9833031,.10805035,6.1518393,.10141373,5.844533,.12319274,5.2565556,.44757116,6.2689257,.20244104,7.3343563,.1830043,7.7385736,.18011722,7.9541779,.20170768,8.0955534,.16254729,7.9820147,.15642565,43.5
1623,5.0463305,.20898582,5.7211504,.32144225,5.2831535,.24366778,5.2380962,.083927661,5.1619458,.11500637,5.2179294,.11056983,5.5703259,.10402534,5.9191232,.13878883,5.9861536,.21461923,5.9667516,.13085672,6.2818322,.14271431,6.017241,.14237,6.0605016,.66368061,7.1962533,.18013187,7.7429848,.17846835,8.4257507,.20632753,9.1733284,.22447672,8.8067169,.17496444,8.3717175,.18872947,32.5
1640,5.6639824,.48833174,5.3050308,.2621063,5.4396644,.23967648,5.5987139,.14808597,5.230103,.1103798,5.4401479,.1324645,5.6308312,.11636715,6.1511383,.11449018,6.1956563,.15121964,6.4242406,.14097901,7.1431603,.38969743,6.0773811,.25288257,6.6449075,.65195119,7.2468081,.28436682,8.3341341,.25426167,9.3408089,.23824352,8.98874,.3794505,9.3321142,.21401416,9.0875025,.29440498,13.5
1662,5.8251166,.59070009,5.381084,.33373693,6.2307057,.45699427,5.6895595,.21657908,5.6180477,.27272868,5.8932452,.24263988,6.0139356,.20466904,6.5323281,.24672727,6.4500852,.25281897,6.5663729,.20173688,6.9392962,.19140695,6.3727064,.25237951,6.9223394,.78258598,7.8606744,.39723915,8.4585381,.2688697,8.6405716,.34323922,9.0808163,.38470975,8.8966732,.33712974,8.2519197,.24865408,20.5
1665,5.3081589,.56066227,5.2067671,.27981213,5.34235,.33264765,5.3047924,.14373301,5.1004539,.16866554,5.1147084,.13260114,5.5251465,.12102386,5.914331,.16407226,5.7245259,.1490421,6.1481395,.23965415,6.7222166,.24449815,6.0113177,.20807636,6.885643,.78567833,7.3050451,.20323347,7.9129086,.20359877,8.4847107,.2320646,8.7465315,.23075645,8.5523005,.17941728,8.346343,.19358489,18.5
1683,4.9407024,.25211024,4.9925447,.21175121,5.219811,.18228322,5.1878796,.094424553,5.1636043,.093453296,5.2396922,.098593213,5.3926249,.11351226,5.70432,.10592911,5.8374424,.12895843,5.9621716,.12565941,6.2419233,.12601943,6.142036,.13200538,6.9625497,.6798569,7.2448244,.14664057,7.6839004,.19631162,8.6216116,.17372078,9.2515926,.20881975,8.7266064,.15073325,8.5497866,.16295631,27.5
1689,5.1173658,.45620209,4.9478903,.2185396,5.7987471,.38166383,5.7514682,.15692553,5.4631953,.1581562,5.7254128,.16583388,5.9052796,.14477791,6.3730063,.16987355,6.5231123,.16455142,6.6914515,.16442323,6.9345222,.21831056,6.4581971,.23841742,6.5846772,.58714634,7.613492,.28024328,8.3197203,.26170394,8.9932966,.27139729,9.1121941,.3241984,9.436656,.25658751,8.9865618,.27646255,17.5
1705,5.2465868,.27424744,5.3209739,.2760132,5.0170326,.15953115,5.2899342,.14328329,5.2284632,.22913381,5.4641876,.22246474,5.4533868,.13170369,5.5710907,.13285865,5.5928073,.15906359,6.1854806,.20646335,6.5759296,.22263956,7.2644506,.38975042,8.9901838,.69598776,7.8839402,.32001951,7.8919067,.53831208,8.2134819,.37715214,10.080312,.27510402,9.0985775,.26634824,8.7872505,.37221441,8.5
1723,4.6340027,.45493892,4.6797109,.23376706,4.7424932,.20438519,5.0504823,.18215232,4.9688334,.25852022,5.0086861,.18939768,5.3130584,.18689969,5.243957,.17296295,5.5296741,.18092363,6.2390418,.379554,7.0817814,.54635155,6.4409766,.23434176,6.8737679,.6922406,7.1973691,.28988495,7.6906857,.24815203,8.1481152,.26441377,8.6631536,.2816332,8.2651367,.22568847,8.3253603,.2670536,14.5
1728,4.8906217,.40444982,4.7906737,.36485636,4.8763413,.32135579,5.1349411,.31867665,4.9758172,.29159391,4.8840561,.29650554,4.9467449,.3004612,5.027987,.29783252,5.7528038,.33744767,5.9898653,.34278041,6.107573,.36800709,7.0560827,.47194311,7.5797939,.73490608,7.4461679,.42407691,7.3020582,.46304476,8.2855968,.48679584,7.6708703,.44387361,8.0734692,.53475356,8.9318428,.59629327,6.5
1731,4.7188334,.30137432,5.0492954,.25248432,5.0439868,.18713968,5.1652827,.16932124,5.0371346,.17407022,4.9967184,.16710849,5.1125054,.16715834,5.0799785,.16314305,5.7199202,.19541267,5.9383283,.20325014,6.3833618,.21527192,6.6462202,.23226276,6.515604,.41726145,7.5346122,.25145778,7.5686512,.29408735,7.8724661,.27110639,8.0247726,.27913406,8.4176359,.35639709,8.6447325,.31298664,10.5
1734,5.0804682,.2338964,5.0144181,.23615667,4.9422297,.17049538,5.2894468,.19146782,4.995997,.14702858,5.0681448,.16166738,5.1276746,.14700846,5.2410979,.14975597,5.6036735,.18811958,5.9000201,.18536019,6.1344333,.19314116,6.6923766,.27019882,8.4041042,.59422874,7.4439659,.2408478,7.6170759,.31619266,8.2261772,.35178652,9.0049639,.2902441,8.5512199,.29587385,8.5651236,.3432377,11.5
1737,5.4996915,.33470306,4.8103957,.16080011,5.0257468,.12404807,5.3347411,.087375022,5.265161,.10295967,5.4325671,.10704183,5.5058804,.080449626,5.5236158,.076249711,5.8023005,.10165902,5.9223914,.15588173,6.3613157,.18155207,6.4858637,.1393795,7.7393661,.48919389,7.4476662,.13888754,7.9326925,.17484474,8.562068,.17410344,9.2998133,.15010411,8.9629574,.12905741,8.919529,.16385388,17.5
1738,4.5681663,.23185332,4.7893391,.19119382,5.2184367,.20355225,5.3465915,.13020393,5.2535801,.14874211,5.5198469,.14440876,5.4642057,.1124549,5.5157866,.11125816,5.7528319,.13764048,5.9928865,.14534023,6.2681394,.13815226,6.5029016,.18055613,8.2651901,.56166649,7.4235878,.18539105,7.6676378,.23132476,8.3646879,.22560592,9.3200102,.22140884,8.8404608,.20412281,8.7497244,.23235999,20.5
1744,5.1437387,.24039987,4.9505811,.28151515,4.9002585,.17485353,5.6431646,.2175149,4.6869469,.22850044,4.8834486,.13061173,4.9802032,.11978973,5.0473647,.10405215,5.7015519,.16680849,5.9813771,.15702926,6.284472,.17702161,6.7806878,.19660912,7.8425074,.76632524,7.3517585,.20351432,7.5731821,.1728501,7.9216299,.18709214,8.3382244,.24107398,7.9331121,.22176221,8.0456676,.2510612,17.5
1762,4.0263839,.30660391,4.0979314,.24226244,4.2251353,.17718424,4.5749326,.23788936,4.1394205,.15765034,4.2014465,.1519994,4.238955,.15007263,4.285933,.14557762,4.842422,.18252768,5.0666199,.185866,5.2835379,.18774273,5.6163859,.21047951,5.90065,.52804613,6.3140388,.22395743,6.4774652,.24835962,6.6938515,.24154615,7.0663705,.27327216,6.9145594,.26359624,6.833858,.26596466,26.5
1768,4.4527836,.34070143,5.0263567,.2812596,4.8521147,.21418406,5.0531516,.23528051,4.6336398,.20403667,4.7541265,.18966982,4.8690434,.18800119,4.7653565,.18084948,5.3388915,.22006904,5.5957222,.24016626,6.066361,.24781312,6.2415571,.26420712,6.0811844,.37206116,7.2056928,.28677493,7.1587772,.28639632,7.0601182,.26945421,7.6737962,.32232088,7.9891844,.32973084,8.1780806,.34412497,20.5
1773,3.8143244,.2736271,4.0846629,.2337403,4.040627,.1875388,4.2330356,.22368778,3.955348,.17068711,3.9943118,.17187694,4.1043344,.17328024,4.0138984,.16609834,4.5960641,.19886413,4.7187328,.20395608,5.0841346,.21926175,5.2636638,.22773327,5.117022,.34769961,6.005796,.2249019,6.0829077,.26349002,6.3317738,.26433563,6.5477157,.28543264,6.5370798,.28098437,6.6446633,.29069227,30.5
