target_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,Radius
1051012,6.8786407,.56987876,7.7167673,.43913895,6.8320875,.29818037,7.0864305,.28059992,7.0461907,.26703963,6.4700785,.15855271,6.4417434,.21035567,6.5123744,.15064795,7.593235,.34967273,6.9502554,.1922058,7.3783927,.24795596,7.1989713,.18966471,6.8981233,.53385168,9.7556591,.45750317,7.6059995,.55438507,8.6554575,.24289747,9.4028234,.26010978,9.449523,.3323516,61.5
1051013,6.8532677,.85773259,7.093502,.71412134,6.9669952,.35715863,8.310564,1.3088019,8.3990755,1.2288668,6.4010706,.27017301,6.1404347,.28532925,6.1196465,.25013167,8.0105734,.9132365,7.1998372,.4427343,9.5168362,.77159476,8.2825155,.48872069,8.9547529,1.176537,12.458425,1.0422294,9.5135994,1.4467399,9.3097849,.6095683,10.929697,.59935474,10.438129,.91950494,88.5
1051014,6.8504725,.82309383,7.0807257,.70336431,6.9331102,.34922948,8.2544241,1.2659906,8.2357149,1.1628516,6.3774619,.26611674,6.0714955,.27991346,6.0685954,.24055348,7.8691359,.8697561,7.1709838,.43640277,9.5126171,.77048069,8.5035267,.49070802,8.782114,1.1645983,12.245756,1.012135,9.3469286,1.371737,9.2730389,.62637359,10.78628,.55310518,10.453442,1.0060012,86.5
1051015,6.2819123,.48232245,6.525475,.40636629,6.4241743,.22659947,6.9671884,.30061284,6.7409253,.29903296,6.0227909,.12396178,6.2167387,.18806416,6.2244558,.1488791,6.7184925,.2100734,6.8216367,.21242397,8.1882572,.57828921,7.0153871,.25849313,8.4269533,.98942828,10.671621,.42327851,8.1106148,1.0750278,7.8101406,.37674162,8.9962626,.37364668,9.2514391,.85771006,69.5
1051016,6.9089732,.57264161,7.7212887,.45942229,6.7622004,.31586859,6.9007878,.2834833,6.8834257,.2742829,6.3801956,.17132048,6.305943,.22859813,6.3386812,.1753127,7.5877309,.39960924,6.685895,.22101255,7.4100127,.31617716,7.5121112,.2642006,7.5096979,.89671779,8.2282047,,7.8134036,.59632945,8.9467115,.31452501,9.8554478,.30154309,9.5742121,.47677571,59.5
1051017,7.0123415,.59866428,7.4018908,.54907292,7.0526056,.32883096,7.5320315,.59427494,7.4290466,.54502696,6.4960551,.19843537,6.1897073,.24206908,6.2692504,.16260201,7.6844349,.56912661,7.0403485,.25435069,7.5537605,.37816349,7.3240852,.26417747,6.7572446,.55481458,9.8680096,.60782158,8.5206585,.74802333,8.9150887,.37231424,9.7280159,.38258466,9.7184029,.50489914,75.5
1051019,6.1780944,.51665795,6.2494802,.38918105,6.4180236,.23093157,6.8272433,.23939647,6.5778308,.2588414,5.9282899,.12185293,6.3608408,.15764798,6.3382273,.14003175,6.5317998,.15451191,6.7638855,.19381243,7.7644687,.46899962,7.0974369,.26478437,8.3574715,.96830177,10.372044,.36684075,7.8860097,1.039106,7.5348973,.29841948,8.685256,.37923729,8.7864122,.57308173,74.5
1051020,6.1264839,.54638994,6.3339128,.39747491,6.5074759,.23449823,7.0664763,.28891191,6.5896511,.30187362,5.9252801,.13415484,6.3308511,.16803615,6.2836471,.14088522,6.6756463,.17774604,6.7686453,.19946489,8.0819168,.46934366,7.2684011,.25602305,8.2621822,.94371963,10.553903,.32341868,8.388854,1.1178705,8.0880928,.36608455,9.1538267,.38681179,9.3342915,.67937839,85.5
1051021,7.0626373,.73625702,7.079855,.51874554,6.7333097,.32636872,6.7968087,.41113326,6.8464079,.38934952,6.2702522,.15591896,5.979969,.19064018,6.1627479,.14235485,7.7771792,.63690227,6.3747044,.25967634,7.8905149,.49671251,7.4067659,.23244742,6.7334852,.53717601,9.4563475,.40175202,7.7347169,.58714956,9.1001225,.32342541,10.333362,.32433701,9.9060469,.41128975,69.5
1051022,6.7907352,.59033859,7.2261577,.43738115,6.7204924,.29716414,6.9235663,.33248398,6.9367685,.32898891,6.334784,.14841582,6.2036247,.19250759,6.3190055,.13631186,7.6444411,.48535335,6.6315565,.19592729,7.2308955,.27594724,7.3620501,.21661638,6.5402641,.46548173,9.4536495,.50332272,7.530179,.40554091,8.8947573,.2916792,10.047774,.29453161,9.6837568,.38864034,65.5
1051023,6.1519613,.48682469,6.2697644,.38679522,6.4606633,.24118206,6.971982,.28880599,6.6335282,.29835883,5.9117599,.13190953,6.327806,.17582883,6.3018456,.14967696,6.5945363,.18355252,6.7951288,.20830125,7.9676647,.52966511,7.116838,.268298,8.4307575,.97378153,10.555596,.4205544,7.9342952,1.077271,7.7040601,.34863243,8.9123173,.41063589,9.1021051,.7650913,77.5
1051024,6.712388,.64016557,7.2232251,.45567235,6.6545658,.30178738,6.7797575,.3181971,6.7704782,.31176588,6.2753639,.14857569,6.1456189,.19032766,6.2613316,.13848296,7.5720091,.48395047,6.4036994,.19294852,7.0534434,.26349479,7.1886387,.21712658,6.314537,.45770234,9.5632076,.35016003,7.2240286,.48769283,8.9733515,.32071492,10.582563,.32612464,10.156376,.47409633,63.5
1051026,6.6015973,.4749088,7.3246551,.4407357,6.6509609,.29148537,7.0519614,.324195,6.9815559,.307298,6.2930331,.1624957,6.2227917,.22075507,6.241364,.16055775,7.1811357,.32531574,6.8527794,.21277541,7.530117,.3621105,7.311996,.25016564,8.1221991,.92576182,8.2860746,,8.2840719,.79428881,8.4499502,.36954191,9.4883385,.28397006,9.4168425,.60076344,64.5
1051027,6.9956546,.66466182,7.395896,.64648086,7.0220695,.36968255,7.4471226,.78020585,7.4063396,.69741023,6.3485403,.21824092,5.9202518,.25317609,5.9690104,.18070355,7.8243284,.74419373,6.9295626,.34332022,8.9897861,.8187834,8.0449028,.39289311,6.7383652,.72768897,8.1105394,,8.7519312,.88171303,9.4827137,.55398184,10.528777,.43133613,10.516786,.8547222,76.5
1051028,6.5392656,.54528618,6.7848892,.55097491,6.7256322,.29908413,7.4055767,.69073868,7.219142,.63745737,6.1657848,.20229688,5.8400431,.25233555,5.8764215,.17574951,7.0563822,.52793288,6.8823171,.31260738,8.9863424,.78165358,7.7097721,.33914384,7.9753423,.97652775,11.135232,.6658476,8.6924009,1.1784799,8.9922819,.67503947,10.088767,.36631945,10.507642,1.2749388,76.5
1051030,6.2468128,.59158844,6.5750756,.42818439,6.6936088,.25400323,7.3766551,.44711581,6.9023576,.44619247,6.0271196,.15923463,6.2227287,.20741169,6.1635056,.15827742,6.9375477,.2702108,6.907227,.23707996,8.6407785,.58471072,7.619668,.27407464,8.4239807,.98919594,10.864948,.43059418,8.7587814,1.1879439,8.5326147,.44884789,9.6536541,.40231434,10.024929,.92557758,87.5
1051032,6.6479316,.55810064,7.4645071,.46676004,6.7513847,.30192566,7.0676394,.40500954,7.0082035,.37061781,6.283813,.15924007,6.0758133,.23520184,6.1191292,.14843433,7.7475262,.5719946,6.6949372,.22479607,7.4801393,.3853513,7.6305385,.27820969,6.9483013,.69778693,10.08526,.39470983,7.7384896,.54834539,9.0131855,.39194998,9.987011,.32883349,9.7765341,.62986761,66.5
1051033,6.8774052,.65421081,6.9181676,.62489247,6.8817139,.32107285,7.9066072,1.0307927,7.8094149,.96706849,6.2717776,.2368983,6.0562901,.26944053,6.0242038,.21653812,7.5743446,.72462702,7.1132026,.39388609,9.2875004,.74787235,8.1782494,.43159923,8.2687693,1.1980126,11.944078,.8982473,9.2249165,1.2733699,9.2579088,.62676018,10.589984,.51798838,10.412457,1.0871458,85.5
1051034,7.0294557,.80831534,7.1491942,.60367304,6.9277806,.34341514,7.3914938,.68985873,7.3550997,.61936498,6.3976216,.19913384,6.0982656,.21308063,6.1748142,.17158759,8.2638826,.97030455,6.5920768,.27890006,7.4782286,.40355471,7.5479231,.30916536,7.2612705,.69284451,10.272763,.56887728,8.1262312,.61973333,9.1933575,.40705359,10.679215,.42516732,10.437051,.51004404,80.5
1051035,6.1145597,.46468228,6.4402213,.41877875,6.4766407,.25639203,7.1672163,.42794502,6.8241386,.40783,5.9534287,.14715035,6.0839882,.21829107,6.0788469,.16650094,6.7996373,.2840623,6.8491778,.24824227,8.4883528,.72172898,7.0690274,.27669349,8.4789658,1.0228534,10.836313,.54526854,8.1192245,1.1338398,8.0818157,.49517074,9.3547401,.37739834,9.8759098,1.1915323,75.5
1051036,6.0735698,.53386378,6.3494053,.37768066,6.4064279,.23970851,7.07477,.34226885,6.661612,.34334651,5.9061799,.134711,6.2031713,.18522471,6.164783,.14572041,6.7103009,.21197549,6.7396116,.21532497,8.1795321,.55944926,7.2447224,.26733771,8.1872654,.94594872,10.54758,.37248641,8.336998,1.0957208,8.1126413,.39306912,9.2528963,.37860775,9.5364075,.86477011,81.5
1051037,6.8634634,.53139508,7.6389022,.45416477,6.8555269,.30462646,7.1572919,.31559789,7.1038795,.29619139,6.428751,.16655736,6.4296155,.23220579,6.5514593,.17639118,7.564096,.33281162,7.0219431,.21112475,7.4057431,.2887719,7.3477907,.21281098,7.5114112,.75700164,9.6680946,.48897883,8.4515724,.7588135,8.5380096,.26908386,9.2784834,.27113312,9.4233065,.38760656,64.5
1051038,6.5579252,.60825223,6.6574097,.43594107,6.8114319,.25839323,7.4721856,.51992154,7.0725155,.54345387,6.0420337,.17034347,6.3050623,.21079008,6.2519722,.16877291,7.0973306,.31228763,6.9657922,.25335807,8.7898855,.56294334,7.6920776,.2814033,8.2627211,.92534322,11.079614,.46800363,8.9475031,1.1768141,8.8857088,.50095844,10.181763,.50334346,10.116353,.80281132,94.5
1051039,6.7477446,.55611414,7.280581,.48654398,6.8237858,.29093489,7.2445893,.44923303,7.1974616,.41959652,6.3953862,.16371106,6.161871,.23694946,6.2253542,.14690852,7.794724,.59217119,6.9617972,.22518453,7.4016285,.32946914,7.1795611,.22421432,6.7098074,.51958007,9.7092009,.56284827,7.8517356,.5426814,8.7448692,.31634811,9.5067024,.32085326,9.4986849,.45373264,70.5
1051043,6.6194048,.76566231,6.8799663,.57403135,6.8706317,.30803302,7.9542136,1.0499423,7.9508257,1.0302715,6.2661209,.23329937,6.1851797,.26740929,6.1519608,.22582372,7.6321645,.7078166,7.0972371,.38012692,9.3711681,.70133746,7.9809985,.41376358,8.7005005,1.0856401,12.031424,.87027043,9.3372259,1.3425747,9.0923328,.55758715,10.872647,.64880192,10.282737,.89595819,92.5
1051044,6.029459,.47742763,6.4951434,.45368347,6.5463872,.2773909,7.349421,.52822071,6.9168139,.5056932,5.9495792,.16646168,5.9748535,.23966835,5.9571061,.17823198,6.9966097,.36436462,6.9565959,.2762233,8.8725748,.79672557,7.44277,.30377683,8.6178904,1.0856723,11.191684,.65966135,8.2672081,1.0791736,8.4194756,.58452165,9.6745071,.36591503,10.385331,1.3965658,79.5
1051045,6.6009345,.7138226,6.8175473,.57602167,6.9146585,.3014901,7.9485087,1.022522,7.8420167,.9991262,6.2263308,.23186877,6.138875,.26295981,6.128396,.22226818,7.5182757,.66105735,7.1013861,.37216514,9.4481459,.69507283,8.1892958,.41962624,8.3853245,1.1828933,11.835978,.8433395,9.2013016,1.3167555,9.1020575,.55568886,10.760154,.64101988,10.326457,.93653578,92.5
1051046,6.7355566,.56649739,6.7236447,.38761222,6.5660634,.28318238,6.6979327,.4063541,6.8375206,.3748832,6.431437,.17617388,6.1885972,.17983802,6.2632337,.1369438,7.4767742,.44375002,6.9631367,.23427959,7.6715922,.26272506,7.2619891,.21860094,6.2385731,.41721952,8.6018515,.45573398,7.3071923,.46861884,8.8225641,.31935498,9.7341299,.31024784,9.3403387,.39688423,72.5
1051047,6.5749226,.61702639,6.7163682,.45807669,6.8240352,.2683315,7.5480947,.60895908,7.1843796,.62252969,6.0767961,.17934485,6.1839619,.22518082,6.1487617,.17689209,7.1417212,.3636151,6.9789896,.27401859,8.9574795,.6339336,7.727335,.2986801,8.2455492,.9370212,11.116714,.53133672,9.1143456,1.339224,8.933033,.51809329,10.234491,.49545997,10.377484,.97993594,90.5
1051048,6.3484039,.54305279,6.7001467,.52161133,6.6398883,.29372036,7.4367347,.65412617,7.1187429,.61711097,6.0223656,.18890412,5.9170732,.2563684,5.9273748,.18900001,7.2376251,.48261794,7.0256152,.31207311,9.0348969,.82851195,7.5893002,.33672693,8.7778063,1.1637306,11.441537,.77839333,8.4830399,1.2261505,8.9204149,.74288082,10.063502,.39512801,10.613379,1.4265157,77.5
1051049,6.2007198,.55937654,6.4845319,.41231161,6.6192894,.25255835,7.2496457,.3737098,6.7635746,.3758873,5.9643412,.14746648,6.2739134,.19391793,6.2304296,.1561016,6.8235254,.23653725,6.8431325,.22468062,8.3123398,.54293346,7.3704166,.27655908,8.3777342,.97879565,10.743583,.39768493,8.5689135,1.1715333,8.2803068,.41560012,9.3778496,.3993952,9.6850481,.82799304,86.5
1051050,6.610815,.67711061,6.8735528,.53314692,6.9256725,.29170945,7.8632274,.90991163,7.7184739,.91092443,6.2127428,.22170685,6.1612244,.25327638,6.1603761,.21216001,7.349565,.58674115,7.0692849,.34589505,9.3139782,.67308301,8.0489178,.38488054,8.3589048,1.1262602,11.626872,.76948863,9.0838537,1.2625297,8.9887667,.53399771,10.64044,.63092721,10.244643,.93244034,93.5
1051051,6.9002571,.51864254,7.7020316,.43633017,6.8372812,.2978628,7.0704446,.27026007,7.0567899,.26025766,6.4034162,.1601335,6.3935184,.21799085,6.4365206,.15920423,7.5283489,.33598062,7.0442953,.19825794,7.5011721,.26394588,7.2414336,.20101024,7.5436921,.6858207,9.5233507,.38820663,7.8881345,.61872691,8.5715656,.24524821,8.9650326,.25231516,9.0604134,.36012301,61.5
1051052,6.1228766,.48098537,6.3085003,.38842481,6.4572854,.24336283,7.0185075,.31938571,6.6761842,.32227495,5.9361467,.1337833,6.2669349,.18638848,6.2464209,.15399648,6.636764,.20509143,6.8091254,.21788375,8.0975666,.57081378,7.1118155,.27232596,8.4316053,.98929465,10.616795,.45668611,7.9854822,1.095028,7.7880149,.37714496,9.0319633,.40592468,9.2626638,.85983872,77.5
1051053,6.1284471,.53811121,6.3681526,.39942819,6.5292711,.23899521,7.1271439,.32839611,6.6499243,.33415091,5.9355431,.13684271,6.27844,.1797495,6.2337127,.14601666,6.7093573,.2012521,6.7825561,.21139787,8.155901,.52001494,7.2898612,.26321378,8.265357,.95192802,10.590639,.3566502,8.3911371,1.1224025,8.1612329,.3901042,9.2731638,.39177746,9.4797153,.77524066,84.5
1051054,6.211565,.47165,6.4485035,.40224162,6.4416986,.23628867,6.995007,.32907394,6.7445436,.32017222,5.9963565,.1285215,6.199749,.19376777,6.1966767,.15322737,6.7129054,.22181506,6.8259597,.22004873,8.2394753,.60963362,7.0338941,.26404902,8.4377108,.99546331,10.692981,.4524312,8.0770273,1.0975451,7.8320541,.40301937,9.0753326,.38916653,9.3882542,.93783909,71.5
1051057,6.6828108,.7247439,6.5684304,.39974388,6.425488,.28643808,6.4926987,.40898639,6.6429319,.35132748,6.282835,.1717537,6.0651617,.16854066,6.180665,.14243342,7.3502851,.44123521,6.7830753,.23777889,7.8452139,.26988059,6.9010253,.20113051,6.6576929,.59558195,8.6280365,.33765015,7.4028811,.60975516,8.7106447,.29365715,9.8455429,.30149081,9.3848076,.35671309,74.5
1051058,6.6898928,.64364445,6.7149534,.46538132,6.8530931,.269272,7.5844445,.62379283,7.2657161,.64953274,6.094305,.18572436,6.2476802,.22280669,6.2097569,.17910245,7.208508,.37392205,6.9878201,.27733642,8.9907827,.612176,7.8115587,.30855477,8.3095579,.96658379,11.213963,.53734457,9.0612106,1.223621,9.0065327,.51025325,10.349742,.55549067,10.148553,.85273093,94.5
1051060,6.330348,.60257864,6.6364994,.42748231,6.7412934,.26512611,7.3832541,.40184334,6.8613682,.40645021,6.0219555,.15897967,6.3482924,.19936071,6.2997403,.16080429,6.9562535,.25331339,6.9267974,.23339413,8.4844646,.51991773,7.5132709,.28580087,8.4862213,.99345297,10.905009,.41245288,8.650012,1.0552415,8.5113077,.43192628,9.5677624,.41198081,9.761714,.77633995,89.5
1051061,6.5234046,.59001142,6.6318688,.42283154,6.7746964,.25135732,7.4255576,.4683452,7.0038567,.489802,6.0366154,.16312732,6.3112626,.20345561,6.253387,.16159719,7.0487471,.28033561,6.9507046,.23921087,8.6851339,.54323119,7.6788206,.2683225,8.599371,1.0163288,11.017271,.43138939,8.7386904,1.033663,8.7170038,.45203489,9.890727,.45217991,9.9766703,.76837111,93.5
1051062,6.5980916,.5994013,6.734395,.40971714,6.6080303,.29510781,6.7349076,.44215664,6.8934669,.40863967,6.4645734,.18936662,6.1978889,.18386222,6.2718849,.14505401,7.5355778,.48803446,6.9739833,.24944919,7.6318898,.2699289,7.3051076,.23674156,6.5096588,.44397488,8.6871233,.48504522,7.3953962,.49409941,8.8765249,.33638382,9.8506861,.33315712,9.3997364,.40377572,75.5
1051063,6.5402536,.5147953,7.1655245,.49640483,6.6836281,.3071917,7.2050805,.4568305,7.0569901,.41946355,6.2515655,.17242172,6.0078893,.24014843,6.0358028,.16042657,7.2883916,.42962268,6.9185824,.2606734,8.7059164,.68159878,7.4852185,.28745028,8.5014524,.99497986,11.275454,.52481741,8.4674101,.90458274,8.6326857,.4754349,9.7054176,.31993604,9.9077024,.88139099,68.5
1051064,6.7343736,.65730685,7.4703126,.45460424,6.6538444,.30764687,6.8241553,.31258723,6.7811203,.30041265,6.324657,.16361088,6.2174754,.20580463,6.2946224,.15136346,7.5974221,.4607802,6.4593191,.20792852,7.1638541,.30632597,7.8271985,.27649525,6.8813467,.62245286,9.5953188,.35303131,7.2284317,.46156633,9.0067072,.3414841,10.612745,.33667451,10.307247,.53160399,61.5
1051065,6.6200781,.60277474,6.7008715,.4256106,6.8122516,.25929475,7.440115,.43085563,7.0080914,.46426097,6.0251994,.16660337,6.4008417,.19422531,6.3552756,.16072743,7.0473795,.26216325,6.9773259,.23475146,8.6147718,.50480628,7.5095401,.26994422,8.3249598,.93243068,11.001816,.40523943,8.8182163,1.0483643,8.8028059,.45840287,9.8993053,.47909883,9.8769436,.67652118,97.5
1051067,6.38445,.56942677,6.6483779,.53134394,6.6394691,.30087256,7.50841,.72308218,7.2006702,.68473035,6.0150242,.19998576,5.9175735,.2614201,5.9133506,.19725171,7.3047442,.52841818,7.0633626,.33184212,9.1297264,.83270085,7.6525416,.35667151,8.516017,1.0331111,11.543731,.8461684,8.7244854,1.2949468,8.970603,.72806638,10.136552,.42480975,10.698086,1.4144297,79.5
1051068,6.0776072,.49849072,6.3472943,.39714858,6.4434938,.24683598,7.1127148,.40320376,6.7326894,.39594975,5.8773627,.1440334,6.1465945,.20403238,6.1343722,.16140583,6.7532558,.24691093,6.8279195,.23418474,8.2954855,.64566684,7.1311474,.27584943,8.3390636,.98724693,10.544656,.46655741,8.061347,1.1280762,8.0181589,.44002384,9.2891521,.39754522,9.6387196,1.0282625,81.5
1051069,6.3018365,.54300159,6.5378547,.51280701,6.6278501,.30298087,7.4582686,.67549586,7.0813394,.6466257,5.9644532,.19716553,5.9132037,.26023945,5.9072275,.19817707,7.2265682,.48054799,7.0395565,.31920743,9.1464396,.84389925,7.5856352,.33920342,8.8239365,1.1753408,11.489893,.81673813,8.6220312,1.2930509,8.8459024,.68665475,10.094276,.41670156,10.81386,1.4852936,80.5
1051071,6.5470657,.5928483,6.7055311,.42811543,6.7904286,.25252268,7.4148459,.44775629,6.9904566,.4734624,6.0293436,.1623612,6.33674,.19869763,6.2849245,.1603293,7.035357,.26863068,6.9547033,.23553282,8.6455889,.52597815,7.6755376,.26478472,8.6183949,1.0174382,11.022551,.41872609,8.7585859,1.0444686,8.7192993,.45190927,9.8676233,.45423558,9.9249039,.72748286,94.5
1051072,6.7498379,.57187474,6.730092,.38377434,6.5783334,.28037223,6.5982165,.35877305,6.7751384,.33967203,6.4685154,.17559642,6.186924,.16824803,6.2911487,.13308068,7.4129701,.40366369,6.9057069,.21766077,7.5264416,.23598541,7.2213736,.20679517,6.4111991,.41052091,8.5920887,.4470242,7.2889786,.47352743,8.7901754,.29811543,9.7629805,.29581892,9.3306723,.36348787,71.5
1051073,6.8416853,.61139882,6.7184682,.40735063,6.5068974,.28465268,6.5827727,.38408121,6.7259116,.35012645,6.4229631,.17869337,6.1640363,.17058142,6.2487845,.13464594,7.3872395,.42576259,6.8347244,.22736785,7.5406923,.24372855,7.1314378,.20991549,6.2717924,.45890203,8.8680601,.3302269,7.2302837,.50790709,8.7859983,.30807865,9.8420525,.30560994,9.5030537,.38648531,72.5
1051074,6.5885797,.57077914,6.8619499,.53987163,6.7398872,.30870679,7.3996072,.68221533,7.2627974,.62910044,6.2070904,.1974701,5.8692217,.25288147,5.8889723,.16936924,7.196094,.5422523,6.9396539,.30408281,8.94977,.74618173,7.6416187,.3298848,8.1158848,.95703799,11.37746,.64885771,8.5645084,.99249417,8.9727011,.55647033,10.032725,.37480521,10.16564,.96962917,76.5
1051075,6.7525754,.52360088,6.7244697,.50197244,6.7864399,.28126863,7.6134825,.69447505,7.3146067,.69748455,6.1266508,.19173291,6.0797782,.23794807,6.0439019,.18495077,7.2084856,.43152773,6.9831142,.2956678,9.1688585,.70351517,7.7815146,.32031605,8.1388493,.94698161,11.124615,.59578353,9.1835318,1.3422076,9.0877609,.55855346,10.308495,.48334524,10.520422,1.1099632,87.5
